#NAME,MSINI,A,PER,TT,DEPTH,I,R,T14,RA,DEC,V,VURL,VREF,TEFF,RSTAR
#,mjupiter,au,day,,,deg,rjupiter,day,hr,deg,,,,k,rsun
Kepler-34 b,0.22,0.86856,288.822,,,89.645,0.764,,19.76238805558947,44.64155555566152,,,,,1.1618
Kepler-383 b,,0.107672,12.904532,2454977.31985,,,0.117763,3.322,19.42283888869816,38.36313055568272,,,,4710,0.672
Kepler-336 b,,0.0313231,2.024823,2454965.35611,,,0.0909983,2.762,19.34918055534363,41.33138055589464,,,,5867,1.304
WASP-1 b,0.827536,0.0385203,2.5199449,2454461.86099,0.0105493,88.65,1.516,0.156724,0.3444658332400852,31.9899166668786,11.79,,,6110,1.517
XO-5 b,1.15082,0.0508651,4.1877537,2454485.66842,0.0102617,86.9,1.03,0.13006,7.781099722120497,39.09455555597941,12.13,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,Burke 2008,5510,1.05
HAT-P-3 b,0.595021,0.0388252,2.899703,2454218.7594,0.0122988,87.24,0.899,0.0858,13.73960555553436,48.02866666687859,11.55,,,5185,0.833
Kepler-252 c,,0.0959074,10.848463,2455004.80432,,,0.19181,2.976,19.7052888891432,44.54596111085679,,,,4208,0.549
Kepler-247 b,,0.0436956,3.33616,2454968.3129,,,0.146311,2.077,19.24283055517409,43.03928888903724,,,,5100,0.768
Kepler-251 e,,0.420626,99.640161,2455031.69312,,,0.247123,4.36,19.77108055565092,44.10586111121707,,,,5526,0.89
Kepler-282 b,,0.0860552,9.220524,2454971.05444,,,0.0901062,4.847,18.97848888927036,44.79768055597941,,,,5602,0.904
Kepler-354 c,,0.129058,16.934402,2454970.26772,,,0.11687,3.456,19.05010000000398,41.33563888894187,,,,4648,0.674
